vendor,catalog,description,bin_locations,ai_keywords
GDR,1CB1406,"14""X6"" 1 WAY CURVED BLADE REGISTER",{22-50-807},"{""14 inch x 6 inch register"",""curved blade register"",""air register"",""HVAC supply"",""1-way register"",""GDR 1CB1406"",""metal register"",""NEMA type unspecified"",""duct accessory"",""curved blade air vent"",152.4mm,""152.4 mm"",152mm,""152 mm"",15.24cm,""15.24 cm"",15.2cm,""15.2 cm""}"
GDR,1CB1408,"14""X8"" 1 WAY CURVED BLADE REGISTER",{22-50-808},"{""14X8 curved blade register"",""HVAC register"",""air vent"",""1-way air register"",""GDR register"",""metal register"",""NEMA compliant register"",""heating and cooling register"",""duct register"",""air distribution grille"",203.2mm,""203.2 mm"",203mm,""203 mm"",20.32cm,""20.32 cm"",20.3cm,""20.3 cm""}"
GDR,1RA0606,"6""X6"" STAMPED RETURN AIR GRILLE",{98-01-108},"{""6\""X6\"" Stamped Return Air Grille"",""return air grille"",""air return grille"",RAG,steel,""high ratings"",""NEMA type not applicable"",152.4mm,""152.4 mm"",152mm,""152 mm"",15.24cm,""15.24 cm"",15.2cm,""15.2 cm""}"
GDR,1RA0804,"8""X4"" STAMPED RETURN AIR GRILLE",{98-01-115},"{""8\""X4\"" Stamped Return Air Grille"",""Return Air Grille"",""Air Grille"",Grille,""8 inch by 4 inch grille"",""Metal return air grille"",""HVAC grille"",""NEMA Type: not applicable"",""GREENGUARD Certification"",""GDR Air Grille"",203.2mm,""203.2 mm"",203mm,""203 mm"",20.32cm,""20.32 cm"",20.3cm,""20.3 cm"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,1RA0808,"8""X8"" STAMPED RETURN AIR GRILLE",{98-01-116},"{""8\""X8\"" Stamped Return Air Grille"",""Return Air Grille"",""Air Vent"",Grille,N/A,Metal,GDR,1RA0808,""NEMA type: N/A"",""Heating and Cooling Grille"",203.2mm,""203.2 mm"",203mm,""203 mm"",20.32cm,""20.32 cm"",20.3cm,""20.3 cm""}"
GDR,1RA1006,"10""X6"" STAMPED RETURN AIR GRILLE",{22-46-810},"{""10 inch return air grille"",""6 inch stamped air grille"",""return air register"",""air grille"",""return grille"",""GDR air grille"",""HVAC grille"",""metal return air grille"",N/A,""NEMA type: N/A"",254mm,""254 mm"",25.4cm,""25.4 cm"",152.4mm,""152.4 mm"",152mm,""152 mm"",15.24cm,""15.24 cm"",15.2cm,""15.2 cm""}"
GDR,1RA1008,"10""X8"" STAMPED RETURN AIR GRILLE",{98-01-109},"{""10\""X8\"" Stamped Return Air Grille"",""return air grille"",""air return vent"",RAG,metal,N/A,""NEMA type"",""HVAC grille"",""duct cover"",""ventilation accessory"",254mm,""254 mm"",25.4cm,""25.4 cm"",203.2mm,""203.2 mm"",203mm,""203 mm"",20.32cm,""20.32 cm"",20.3cm,""20.3 cm""}"
GDR,1RA1010,"10""X10"" STAMPED RETURN AIR GRILLE",{98-01-110},"{""10x10 Stamped Return Air Grille"",""Return Air Grille"",""Air Vent Cover"",""RA Grille"",""Metal Air Grille"",N/A,GDR,""Stamped Grille"",""HVAC Vent"",""NEMA Type N/A"",254mm,""254 mm"",25.4cm,""25.4 cm""}"
GDR,1RA1206,"12""X6"" STAMPED RETURN AIR GRILLE",{98-01-111},"{""12 inch x 6 inch stamped return air grille"",""return air grille"",""air grille"",""stamped grille"",""HVAC grille"",""metal air grille"",""GDR return air grille"",""NEMA 1"",""category: ventilation"",""installation: ceiling mount"",304.8mm,""304.8 mm"",305mm,""305 mm"",30.48cm,""30.48 cm"",30.5cm,""30.5 cm"",152.4mm,""152.4 mm"",152mm,""152 mm"",15.24cm,""15.24 cm"",15.2cm,""15.2 cm""}"
GDR,1RA1210,12 X 10 STAMPED RETURN AIR GRILLE,{22-41-816},"{""Stamped Return Air Grille"",""Air Grilles"",""Return Air Diffuser"",RAG,Steel,N/A,""12x10 Grille"",""Duct Cover"",""HVAC Grille"",""GDR Air Grille""}"
GDR,1RA1212,"12""X12"" STAMPED RETURN AIR GRILLE",{98-01-112},"{""12\""X12\"" Stamped Return Air Grille"",""return air grille"",""air return grill"",""HVAC grille"",""metal air grille"",""NEMA type grille"",""GDR air grille"",""vent cover"",""grille for airflow"",""stamped metal grille"",304.8mm,""304.8 mm"",305mm,""305 mm"",30.48cm,""30.48 cm"",30.5cm,""30.5 cm""}"
GDR,1RA1406,"14"" X 6"" STAMPED RETURN AIR  GRILLE",{22-41-807},"{""14 inch return air grille"",""stamped air grille"",""return air grille"",""HVAC grille"",""14x6 air register"",""metal air grille"",""NEMA grille type"",""GDR air products"",""vent cover"",""return duct cover"",152.4mm,""152.4 mm"",152mm,""152 mm"",15.24cm,""15.24 cm"",15.2cm,""15.2 cm""}"
GDR,1RA1408,"14""X8"" STAMPED RETURN AIR GRILLE",{98-01-113},"{""14\""X8\"" Stamped Return Air Grille"",""Return Air Grille"",""Air Grille"",RAG,Metal,""HVAC Grille"",NEMA,""14x8 Air Grille"",""Return Vent Cover"",""GDR Air Grille"",203.2mm,""203.2 mm"",203mm,""203 mm"",20.32cm,""20.32 cm"",20.3cm,""20.3 cm""}"
GDR,1RA1420,"14"" X 20"" STAMPED RETURN AIR GRILLE",{18-62-703},"{""14\"" X 20\"" Stamped Return Air Grille"",""return air grille"",""air vent"",""HVAC grille"",""metal grille"",N/A,GDR,1RA1420,""stamped grille"",""airflow accessory""}"
GDR,1RA1610,"16""X10"" STAMPED RETURN AIR GRILLE",{98-01-114},"{""16\""X10\"" Stamped Return Air Grille"",""Return Air Grille"",Grille,""Air Vent"",""Return Vent"",N/A,Steel,GDR,1RA1610,""HVAC Grille"",254mm,""254 mm"",25.4cm,""25.4 cm""}"
GDR,1RA1620,"16"" X 20"" STAMPED RETURN AIR GRILLE",{19-46-801},"{""16\"" X 20\"" Stamped Return Air Grille"",""Return Air Grille"",""Air Vent Cover"",Grille,""HVAC Grille"",""Metal Grille"",N/A,GDR,""GDR 1RA1620"",""NEMA 1""}"
GDR,1RA1810,"18""X10"" STAMPED RETURN AIR GRILLE",{22-46-901},"{""18\""x10\"" stamped return air grille"",""return air grille"",""air vent"",N/A,metal,N/A,""GDR return air grille"",""HVAC grille"",""grille size 18x10"",""NEMA type N/A"",254mm,""254 mm"",25.4cm,""25.4 cm""}"
GDR,1RA2010,"20""X10"" STAMPED RETURN AIR GRILLE",{22-46-902},"{""20 inch stamped return air grille"",""return air grille"",""air grille"",""return vent"",""HVAC grille"",""NEMA type"",""metal grille"",""GDR return air grille"",""1RA2010 grille"",254mm,""254 mm"",25.4cm,""25.4 cm""}"
GDR,1RA2014,"20"" X 14"" STAMPED RETURN AIR GRILLE",{19-45-806},"{""20 inch stamped return air grille"",""air grille"",""return air grille"",""vent cover"",""HVAC grille"",""GDR 1RA2014"",""stamped metal grille"",""NEMA type not applicable"",""steel grille"",""air flow grille""}"
GDR,1RA2016,"20"" X 16"" STAMPED RETURN AIR GRILLE",{19-42-803},"{""20x16 stamped return air grille"",""return air grille"",""air vent"",""vent cover"",""metal air grille"",""duct grille"",""NEMA type not applicable"",GDR,""catalog 1RA2016"",""HVAC grille""}"
GDR,1RA2020,"20""X20"" STAMPED RETURN AIR GRILLE",{22-46-903},"{""20 inch return air grille"",""stamped return air grille"",""air vent cover"",""HVAC grille"",""GDR return grille"",""NEMA type: unknown"",""metal air grille"",""grille for HVAC systems"",""return air vent"",""air distribution grille""}"
GDR,1RA2025,"20""X25"" STAMPED RETURN AIR GRILLE",{22-46-904},"{""20\""X25\"" Stamped Return Air Grille"",""Return Air Grille"",""Air Vent"",""Air Duct Grille"",""Return Vent"",Grille,Steel,GDR,1RA2025,""HVAC Grille""}"
GDR,1RA2412,"24""X12"" STAMPED RETURN AIR GRILLE",{22-46-905},"{""24X12 Stamped Return Air Grille"",""Return Air Grille"",""Air Vent Cover"",""HVAC Grille"",""GDR Return Grille"",""Grille for Ductwork"",""Aluminum Grille"",N/A,N/A,N/A,304.8mm,""304.8 mm"",305mm,""305 mm"",30.48cm,""30.48 cm"",30.5cm,""30.5 cm""}"
GDR,1RA2520,"25""X20"" STAMPED RETURN AIR GRILLE",{22-46-906},"{""25\""X20\"" Stamped Return Air Grille"",""return air grille"",""air vent"",RAG,metal,""high airflow"",""NEMA type 1""}"
GDR,1RA3010,"30""X10"" STAMPED RETURN AIR GRILLE",{22-46-907},"{""30 inch x 10 inch stamped return air grille"",""return air grille"",""return vent"",""air intake grille"",""stamped grille"",""metal return air grille"",N/A,""GDR 1RA3010"",""HVAC grille"",""AC air return"",254mm,""254 mm"",25.4cm,""25.4 cm""}"
GDR,1RA3012,"30""X12"" STAMPED RETURN AIR GRILLE",{22-46-908},"{""30 inch stamped return air grille"",""air grille"",""return air vent"",""return grille"",""GDR 1RA3012"",""metal air grille"",""stamped air return"",""NEMA type grille"",""duct opening grille"",""return air register"",304.8mm,""304.8 mm"",305mm,""305 mm"",30.48cm,""30.48 cm"",30.5cm,""30.5 cm""}"
GDR,1RA3014,"30""X14"" STAMPED RETURN AIR GRILLE",{22-46-909},"{""30\""X14\"" Stamped Return Air Grille"",""Return Air Grille"",""Air Grille"",""Return Grille"",""Air Vent"",""Stamped Grille"",""Aluminum Grille"",N/A,""NEMA Type N/A"",""5 stars""}"
GDR,1RAF1212,"12""X12"" STAMPED RETRUN AIR FILTER GRILLE",{22-39-901},"{""12 inch stamped return air filter grille"",""air filter grille"",""return air grille"",""12x12 air grille"",""GDR air filter grille"",""grille NEMA type"",""HVAC grille"",""metal air filter grille"",""return air faceplate"",""filter grille for HVAC"",304.8mm,""304.8 mm"",305mm,""305 mm"",30.48cm,""30.48 cm"",30.5cm,""30.5 cm""}"
GDR,1RAF1224,"12"" X 24"" STAMPED RETURN AIR FILTER GRILLE",{19-42-901},"{""12 inch return air filter grille"",""stamped return air grille"",""return air grille 12x24"",""filter grille"",""HVAC grille"",""metal air filter grille"",N/A,""GDR grille"",""air vent cover"",""filter cover"",304.8mm,""304.8 mm"",305mm,""305 mm"",30.48cm,""30.48 cm"",30.5cm,""30.5 cm""}"
GDR,1RAF1420,"14"" X 20"" STAMPED RETURN AIR FILTER GRILLE",{19-42-703},"{""14 inch return air filter grille"",""air filter grille"",""return air grille"",RAF,""stamped grille"",""HVAC grille"",""metal filter"",""NEMA type"",""ventilation accessories"",""high airflow""}"
GDR,1RAF1425,"14""X25"" STAMPED RETURN AIR FILTER GRILLE",{22-39-902},"{""14\""X25\"" Stamped Return Air Filter Grille"",""Return Air Grille"",""Air Filter Grille"",""Return Air Vent"",""14x25 air grille"",""HVAC air filter grille"",N/A,""metal grille"",""high efficiency filter grille"",""GDR air filter grille""}"
GDR,1RAF1625,"16""X25"" STAMPED RETURN AIR FILTER GRILLE",{22-39-903},"{""16 inch return air filter grille"",""air filter grille"",""stamped return air grille"",""return air grille"",""HVAC grille"",""filter grille"",""GDR return air filter"",""NEMA type not applicable"",""material: metal"",""category: HVAC parts""}"
GDR,1RAF1820,"18"" X 20"" STAMPED RETURN AIR FILTER GRILLE",{23-04-807},"{""18 inch return air filter grille"",""stamped return air grille"",""vent cover"",""air filter grille"",""GDR air grille"",""NEMA type"",""HVAC grille"",""metal grille"",""air intake grille""}"
GDR,1RAF1824,"18"" X 24"" STAMPED RETURN AIR FILTER GRILLE",{19-40-901},"{""Stamped Return Air Filter Grille"",""Return Air Grille"",""Air Filter Grille"",RAF1824,""HVAC Grille"",""Metal Filter Grille"",""18 Inch Grille"",""24 Inch Grille"",N/A,N/A}"
GDR,1RAF2014,"20"" X 14"" STAMPED RETURN AIR FILTER GRILLE",{19-42-704},"{""20\"" X 14\"" Stamped Return Air Filter Grille"",""Return Air Grille"",""Return Air Filter"",""RAF Filter Grille"",""Metal Grille"",N/A,""NEMA Type"",""HVAC Grille"",""Air Vent Grille"",""GDR Filter Grille""}"
GDR,1RAF2016,"20"" X 16"" STAMPED RETURN AIR FILTER GRILLE",{19-42-701},"{""20 inch stamped return air filter grille"",""return air grille"",""air filter grille"",RAF2016,""metal air grille"",N/A,GDR,""20x16 air grille"",""vent grille"",""HVAC filter""}"
GDR,1RAF2018,"20"" X 18"" STAMPED RETURN AIR FILTER GRILLE",{23-04-904},"{""20 inch stamped return air filter grille"",""air filter grille"",""return air grille"",""filter grille"",""N/A material"",""N/A ratings"",""NEMA type N/A"",""HVAC grille"",""duct cover"",""GDR air grille""}"
GDR,1RAF2412,"24"" X 12"" STAMPED RETURN AIR FILTER GRILLE",{19-28-802},"{""24\"" X 12\"" Stamped Return Air Filter Grille"",""Return Air Grille"",""Air Filter Grille"",RAG,Metal,""5-star rating"",""NEMA Type 1"",304.8mm,""304.8 mm"",305mm,""305 mm"",30.48cm,""30.48 cm"",30.5cm,""30.5 cm""}"
GDR,1RAF2520,"25""X20"" STAMPED RETURN AIR FILTER GRILLE",{22-39-908},"{""25\""X20\"" Stamped Return Air Filter Grille"",""air filter grille"",""return air grille"",""HVAC grille"",""metal filter grille"",N/A,""25x20 grille"",""GDR ventilation grille"",""NEMA rated"",""stamped air filter""}"
GDR,1RAF3020,"30""X20"" STAMPED RETURN AIR FILTER GRILLE",{22-39-909},"{""30 inch return air filter grille"",""stamped air grille"",""air filter grille"",""return grille"",""GDR 1RAF3020"",NEMA,""HVAC grille"",""metal air filter grille"",""filter grille replacement"",""30x20 air grille""}"
GDR,200358,"304INC 3"" TO 4"" DOUBLE WALL INCREASER",{98-01-102},"{""304 INC double wall increaser"",""increaser fitting"",""3 inch to 4 inch duct increaser"",""304 stainless steel increaser"",""NEMA rated duct accessory"",""double wall duct connector"",""HVAC double wall increaser"",""round duct increaser"",""duct transition fitting"",""high corrosion resistance duct fitting"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200402,"436VP 4""X36"" DOUBLE WALL B VENT PIPE",{19-19-803},"{""436VP double wall B vent pipe"",""B vent pipe"",""ventilation pipe"",""double wall vent pipe"",""4 inch vent pipe"",""36 inch B vent pipe"",""GDR 436VP"",""NEMA type B"",""galvanized steel vent pipe"",""high rating vent pipe"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200403,"418VP 4""X18"" DOUBLE WALL B VENT PIPE",{19-14-802},"{""418VP double wall B vent pipe"",""4 inch X 18 inch vent pipe"",""double wall vent"",""B vent pipe"",""ventilation pipe"",""vent pipe"",""4 inch vent"",""aluminum pipe"",""NEMA type for venting"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200404,"412VP 4""X12"" DOUBLE WALL B VENT PIPE",{19-14-809},"{""412VP Double Wall B Vent Pipe"",""Double Wall B Vent Pipe"",""B Vent Pipe"",""B Vent"",412VP,""4 Inch x 12 Inch Vent Pipe"",""ventilation pipe"",""aluminum vent pipe"",""NEMA type not applicable"",""rated for high temperature"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm"",304.8mm,""304.8 mm"",305mm,""305 mm"",30.48cm,""30.48 cm"",30.5cm,""30.5 cm""}"
GDR,200406,"4RC 4"" RAIN CAP","{98-01-100,98-01-101}","{""4RC 4\"" RAIN CAP"",""rain cap"",""ventilation cap"",""4 inch rain cap"",""rain guard"",""GDR rain protection"",""NEMA certified"",weatherproof,metal,""high rating"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200408,"4AF 4"" ADJ FLASHING 1/12-7/12","{98-01-103,98-01-105}","{""4AF Adjustable Flashing"",""Roof Flashing"",""Adjustable Roof Vent"",""Flashing for Inclined Roofs"",""1/12 to 7/12 Pitch"",""GDR Adjustable Flashing"",""Aluminum Roof Flashing"",""NEMA Type: Not Applicable"",""4 inch flashing"",""Flashing Material: Aluminum"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200413,"445EL 4""X45 DEGREE ELBOW DOUBLE WALL B VENT PIPE",{18-62-701},"{""445EL 4\""X45 DEGREE ELBOW DOUBLE WALL B VENT PIPE"",""elbow pipe fitting"",""double wall vent pipe"",""B vent pipe"",""4 inch elbow"",""45 degree elbow"",""GDR ventilation"",""ducting materials"",N/A,N/A,101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200415,"4DHC 4"" DRAFT HOOD CONNECTOR",{98-01-107},"{""4DHC 4\"" DRAFT HOOD CONNECTOR"",""draft hood connector"",""4 inch draft hood connector"",""4DHC connector"",""draft hood fitting"",""ventilation connector"",N/A,metal,""high rating"",""NEMA type: N/A"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200428,"4AFS 4"" ADJ FLASHING 8/12-12/12",{98-01-101},"{""GDR 4AFS Adjustable Flashing"",""Adjustable Flashing"",""Roof Flashing"",""Flashing 8/12-12/12"",""Roofing Material"",""Waterproof Flashing"",""NEMA Rated Flashing"",""GDR 4AFS"",""Flashing System"",""Ventilation Flashing"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200450,"448VP 4""X48"" DOUBLE WALL B VENT PIPE",{18-62-702},"{""448VP Double Wall B Vent Pipe"",""B Vent Pipe"",""Double Wall Vent Pipe"",""B Vent"",""4 inch 48 inch B Vent"",""4\""x48\"" B Vent"",""NEMA 4"",""Durable Stainless Steel"",""Gas Vent Pipe"",""Venting System"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200452,"424VP 4""X24"" DOUBLE WALL B VENT PIPE",{19-14-807},"{""424VP double wall B vent pipe"",""4 inch 24 inch vent pipe"",""B vent pipe"",""double wall pipe"",""ventilation pipe"",""NEMA type"",""gas venting system"",""aluminum vent pipe"",""high-efficiency vent"",""GDR vent pipe"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200456,"406VP 4""X6"" DOUBLE WALL B VENT PIPE",{98-01-104},"{""406VP double wall B vent pipe"",""B vent pipe"",""double wall venting"",""4 inch by 6 inch vent pipe"",""vent pipe B type"",""double wall chimney pipe"",""high temperature pipe"",""rated for gas"",""NEMA B"",""GDR venting solution"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm"",152.4mm,""152.4 mm"",152mm,""152 mm"",15.24cm,""15.24 cm"",15.2cm,""15.2 cm""}"
GDR,200458,"405INC 4"" TO 5"" DOUBLE WALL INCREASER",{19-14-801},"{""405INC Double Wall Increaser"",""Double Wall Fitting"",""Increaser 4 to 5 inches"",""Pipe Adapter"",""NEMA Type"",""Metal Increaser"",""GDR Fitting"",""Rated for HVAC"",""4-5 in Duct Connector"",""Conductor Transition"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm"",127mm,""127 mm"",12.7cm,""12.7 cm""}"
GDR,200459,"406INC 4"" TO 6"" DOUBLE WALL INCREASER",{19-19-806},"{""406INC double wall increaser"",""4 inch to 6 inch increaser"",""double wall duct increaser"",""duct fitting"",""HVAC fitting"",N/A,""duct material"",""metal duct connector"",N/A,N/A,101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm"",152.4mm,""152.4 mm"",152mm,""152 mm"",15.24cm,""15.24 cm"",15.2cm,""15.2 cm""}"
GDR,200471,"3DHCI 3"" TO 4"" DRAFT HOOD CONNECTOR",{22-42-902},"{""3DHCI Draft Hood Connector"",""Draft Hood Connector"",""3 inch to 4 inch connector"",""draft hood"",N/A,""GDR connector"",""HVAC connector"",""3 to 4 inch connector"",""NEMA type N/A"",metal,76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200473,"4FMSA 4"" B VENT FEMALE SLEAVE ADPT",{22-42-903},"{4FMSA,""4 inch B VENT FEMALE SLEEVE ADAPTER"",""B VENT female adapter"",""4 inch vent adapter"",""female vent adapter"",""NEMA type not applicable"",""metal construction"",""high rating"",""HVAC parts"",""ventilation fittings"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200475,"4MSA 4"" B VENT MALE SLEAVE ADPT",{98-01-105},"{""4MSA 4\"" B VENT MALE SLEEVE ADAPTER"",""B Vent Adapter"",""Male Sleeve Adapter"",""B Vent"",""4\"" B Vent Male"",""NEMA 4"",Aluminum,""High Efficiency"",GDR,200475,101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200490,"4SSC 4"" SPUN STORM COLLAR","{98-01-106,98-01-107}","{""4SSC 4\"" Spun Storm Collar"",""storm collar"",""spun storm collar"",""4\"" collar"",""storm collar fitting"",""NEMA compliant"",weatherproof,""circular collar"",""metal collar"",""rated for outdoor use"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200492,"4""X24"" FLEX GAS B VENT CONNECTOR",{19-13-801},"{""4\""X24\"" Flex Gas B Vent Connector"",""Flex Vent Connector"",""Gas Vent Connector"",""B Vent Connector"",""Flexible Vent Pipe"",N/A,Aluminum,""FLEX B VENT"",""NEMA Type N/A"",""Rating N/A"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200494,"4""X48"" FLEX GAS B VENT CONNECTOR",{22-35-902},"{""4\""X48\"" Flex Gas B Vent Connector"",""flex gas vent connector"",""B vent connector"",""flexible vent pipe"",N/A,metal,""high efficiency"",""NEMA unspecified"",""GDR product"",200494,101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200495,"4""X60"" FLEX GAS B VENT CONNECTOR",{22-35-901},"{""4\""X60\"" Flex Gas B Vent Connector"",""Gas Vent Connector"",""Flex Connector"",""B Vent"",""Flexible Gas Vent"",""4-inch Vent Connector"",""NEMA Type"",""Gas Vent Pipe"",""UL Listed"",""Corrosion Resistant"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,200496,"412VPAC 4""X12"" ADJ DOUBLE WALL B VENT PIPE W/CLAMP",{21-22-805},"{412VPAC,""4\""X12\"" Adjustable Double Wall B Vent Pipe"",""adjustable vent pipe"",""double wall vent"",""B vent pipe"",""vent pipe with clamp"",ventilation,N/A,metal,commercial,101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm"",304.8mm,""304.8 mm"",305mm,""305 mm"",30.48cm,""30.48 cm"",30.5cm,""30.5 cm""}"
GDR,2SW0804,"8""X4"" 2 WAY STAMPED SUPPLY REGISTER",{22-52-801},"{""8 inch 4 inch supply register"",""2 way supply register"",""stamped supply register"",""air duct register"",""GDR supply register"",""HVAC accessories"",""HVAC register"",2SW0804,""NEMA 2 way"",""galvanized material"",203.2mm,""203.2 mm"",203mm,""203 mm"",20.32cm,""20.32 cm"",20.3cm,""20.3 cm"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
GDR,2SW1006,"10""X6"" 2 WAY STAMPED SUPPLY REGISTER",{22-52-802},"{""10\""x6\"" supply register"",""2 way stamped register"",""air supply vent"",""register grille"",""HVAC register"",""duct register"",""sheet metal register"",""NEMA type for registers"",""indoor air distribution"",""2SW1006 GDR register"",254mm,""254 mm"",25.4cm,""25.4 cm"",152.4mm,""152.4 mm"",152mm,""152 mm"",15.24cm,""15.24 cm"",15.2cm,""15.2 cm""}"
